location_long;location_modern_title;location_other_title;location_lat;location_title;location_uncertain;LegendID;ID;Country
7.31307600;Aoste;NA;45.73495500;Agusta;0;5;170;Italy
13.36871908;Aquileia;Aquilea;45.76816490;Aquileia;0;5;171;Italy
-1.08153600;"York (uncertain)";NA;53.95905600;"Archbishops of York";0;5;172;"United Kingdom"
1.93778200;Argentat;NA;45.09230600;Argentate;0;5;173;France
4.62777700;Arles;NA;43.67664700;Arelato;0;5;174;France
3.14470000;Artonne;NA;46.00420000;Artona;0;5;175;France
3.13238000;Autrac;NA;45.32994600;Actriaco;0;5;176;France
4.29894800;Autun;NA;46.95103100;Augusteduno;0;5;177;France
7.04094100;Avenches;NA;46.87957500;Aventeco;0;5;178;Switzerland
3.20149400;Banassac;NA;44.43469300;Bannaciaco;0;5;179;France
1.81318200;Bar-sur-Corrèze;Bar;45.34484400;Barro;0;5;180;France
-0.21260100;Bazas;NA;44.43204600;Vasatis;0;5;181;France
6.02432500;Besancon;NA;47.23795300;Vesoncione;0;5;182;France
1.72182400;Beynat;NA;45.12471300;"Biaenate Pago";0;5;183;France
3.33905800;Billom;NA;45.72205000;Billiomago;0;5;184;France
-0.58003600;Bordeaux;NA;44.84122500;Burdegala;0;5;185;France
6.03066200;Bourg-d'Oisans;NA;45.05471300;Auseno;0;5;186;France
5.28281200;Bourgoin;Bourgoin-Jallieu;45.58722600;Bregusia;0;5;187;France
3.38433000;Brioude;"Brioude (including Church of St. Julien)";45.29529000;Brivate;0;5;188;France
1.43650000;Cahors;NA;44.44950000;Cadurca;0;5;189;France
3.07543200;Canac;NA;44.40488900;Cannaco;0;5;190;France
-6.80535900;Casaio;Casavio;42.34000400;Cassavio;1;5;191;Spain
-0.52398600;Cenon;NA;44.85528800;Sanonno;0;5;192;France
4.85296000;Chalon-Sur-Saone;NA;46.78890000;Cabilonno;0;5;193;France
1.72043800;Chamberet;NA;45.58341900;Cambarisio;0;5;194;France
5.44240500;Chantilin;"Chantilin, Saint-Jean-de-Soudain";45.56662000;Cantoliano;0;5;195;France
3.00556600;Chatrat;NA;45.72872500;Catiriaco;0;5;196;France
3.08766300;Chazerat;NA;45.03476000;Cassoriaco;0;5;197;France
33.52247800;Sevastopol;Cherson;44.60611500;Chersonesus;0;5;198;Russia
0.21366500;Cieutat;NA;43.12235300;Begorra;0;5;199;France
3.08194300;Clermont-Ferrand;NA;45.77745500;Arvernus;0;5;200;France
28.95518800;Istanbul;Kostantinopolis;41.02345500;Constantinople;0;5;201;Turkey
1.69157500;Cornil;NA;45.21144700;Cornilio;0;5;202;France
1.88833400;Die;"Die (Dia Vocontiorum)";46.60335400;"Dia Vocontiorum";0;5;204;France
5.04147000;Dijon;NA;47.32158100;Divione;0;5;205;France
2.38356900;Drugeac;NA;45.16893100;Trusciaco;0;5;206;France
-4.43356200;Cabra;NA;37.47181500;Egaboro;0;5;207;Spain
-9.03800600;"Around Lisbon (uncertain)";"Elissa (?)";38.91305700;Elissa;1;5;208;Portugal
1.89681000;Espagnac;NA;45.22998100;Espaniaco;0;5;209;France
-0.10102800;"Vila Real (exact location uncertain)";NA;39.93689800;Ewesis;1;5;210;Spain
1.60523200;Foix;NA;42.96412700;"Castro Fusci";0;5;211;France
6.14229600;Geneva;NA;46.19839200;Genava;0;5;212;Switzerland
5.42166400;Gizia;NA;46.52755900;Gaciaco;0;5;213;France
5.72452400;Grenoble;NA;45.18852900;Gracinoble;0;5;214;France
32.16866300;Dereköy/Konya;"Zengibar Kalesi";37.17825700;Isauria;0;5;215;Turkey
3.34261000;Javols;NA;44.69374400;Gavalorum;0;5;216;France
1.32240000;Juillac;NA;45.31725900;Juliaco;0;5;217;France
1.06247400;Jumillac-le-Grand;Jumilhac-le-Grand;45.49362900;Gemeliaco;0;5;218;France
-1.08730016;NA;NA;53.95996084;"Kings of Northumbria";1;4;220;"United Kingdom"
1.48280400;Lanzac;NA;44.87444500;Lanticiaco;0;5;221;France
-0.69865900;"Lavra (?)";NA;49.28074500;Laure;0;5;222;France
-8.41102300;"Around Porto (uncertain)";NA;41.34824600;Laurentio;1;5;223;Portugal
6.63359700;Lausanne;NA;46.51996200;Lausonna;0;5;224;Switzerland
0.57097600;"Le Pays de Cominges";Saint-Bertrand-de-Comminges;43.02686500;Cummonigo;0;5;225;France
3.88293600;"Le Puy";NA;45.04276800;Anicio;0;5;226;France
1.16138000;Lentignac;Montignac;45.06433200;Lintiniaco;0;5;227;France
3.37952800;Lezoux;NA;45.82842200;Ledoso;0;5;228;France
4.83231639;Lyons;NA;45.75759262;Lugdunum;0;5;229;France
4.83250700;Mâcon;Macon;46.30345000;Matascone;0;5;230;France
2.63126400;Marcillat;NA;46.16705200;Marciliaco;0;5;231;France
5.36978000;Marseilles;NA;43.29648200;Masilia;0;5;232;France
2.33661100;Mauriac;NA;45.21997900;Mauriaco;0;5;233;France
6.50000000;Moutiers-Tarentaise;NA;45.50000000;Darantasia;0;5;234;France
3.00307800;Narbonne;NA;43.18427700;Narbo;0;5;235;France
2.27326900;"Neuvic d'Ussel";NA;45.38981200;"Novo Vico";0;5;236;France
-4.10887974;NA;NA;40.67126786;"No mint";1;3;237;Spain
-0.60529200;Oloron;NA;43.19441300;Helorone;0;5;238;France
5.85569300;Osselle;NA;47.14266700;Oxsello;0;5;239;France
0.72111500;Perigueux;NA;45.18402900;Petrocoris;0;5;240;France
-8.61102300;Porto;Portocolae;41.14824600;Portocale;0;5;241;Portugal
3.11493200;Riom;NA;45.89399500;Ricomago;0;5;242;France
2.57330100;Rodez;NA;44.35100100;Rutenus;0;5;243;France
3.10913900;Saint-Amant-Tallende;Saint-Armand-Tallende;45.66899700;Telemate;0;5;244;France
3.17900600;Saint-Beauzire;NA;45.85163300;Cariaco;0;5;245;France
0.57097600;Saint-Bertrand-de-Comminges;Saint-Bertrand-de-Cominges;43.02686500;Conbenas;0;5;246;France
6.34534200;Saint-Jean-de-Maurienne;NA;45.27747700;Maurienna;0;5;247;France
1.13614500;Saint-Lizier;NA;43.00128000;Conserannis;0;5;248;France
7.00528800;Saint-Maurice;"Saint-Maurice (Swiss)";46.21483500;Acauno;0;5;249;Switzerland
3.81311500;Saint-Paulien;NA;45.13585000;Vellaos;0;5;250;France
16.49192100;Solin;NA;43.54415900;Salona;0;5;251;Croatia
0.95012400;Sarrazac;NA;45.28542400;Sagraciaco;0;5;252;France
33.94924900;Silifke;Seleucia;36.59227100;"Seleukeia Isauriae";0;5;253;Turkey
14.15505038;NA;Siciliae;37.58779775;Sicily;1;3;254;Italy
7.35888000;Sion;NA;46.23117500;Sidunis;0;5;255;Switzerland
5.94437900;Sisteron;NA;44.19634700;Sisteron;0;5;256;France
7.05397900;Suse;NA;45.13721200;Sicusio;0;5;257;Italy
-5.82832400;Tangier;NA;35.76513400;Tanja;0;5;258;Morocco
2.99921800;Tazanat;Charbonnières-les-Vieilles;45.99556100;Tasgunnago;0;5;259;France
-1.31540100;Tlemcen;NA;34.89620000;Tilmisan;0;5;261;Algeria
1.44424700;Toulouse;NA;43.60446200;Tholosa;0;5;263;France
13.17779200;NA;NA;32.89667200;Tripoli;0;5;264;Libya
-1.25244105;NA;NA;52.68887338;"Uncertain mint (England)";1;3;265;"United Kingdom"
-4.63623033;NA;NA;40.27009002;Unknown;1;3;266;Spain
-4.51263383;"Malaga or Cordoba";NA;37.33836474;"Unknown (Malaka or Cordoba?)";1;4;267;Spain
-6.34079437;Mérida;NA;38.91914223;"Unknown (Emerita?)";0;4;268;Spain
-4.01549986;Toledo;NA;39.83991251;"Unknown (Toleto?)";1;4;269;Spain
7.21158700;Ussel;NA;45.23309200;Oxxello;0;5;270;Italy
3.33770400;Usson;NA;45.52736600;Icciomo;0;5;271;France
1.56372800;Uzerche;NA;45.42433200;Userca;0;5;272;France
4.41967800;Uzes;NA;44.01214100;Ucece;0;5;273;France
4.89208100;"Valence? (But maybe Gap=Vapincum)";Valence;44.93322800;Valentia;1;5;274;France
-8.24837500;"Varzea do Douro (doubts)";NA;41.08668000;Vallearitia;1;5;275;Portugal
-1.64441600;Iruña;Valle…;42.81855000;Vallegia;1;5;276;Spain
2.93355000;Valuejols;Vallegoles;45.05400200;Valligoli;0;5;277;France
3.09410500;Vendeix;NA;45.75421200;Vindicco;0;5;278;France
5.14651800;Vendesca?;NA;43.99619700;Venasque;1;5;279;France
3.35250000;Vendeuil;NA;49.71666700;Vendogilo;0;5;280;France
3.18610000;Vensat;NA;46.04610000;Vindiciaco;0;5;281;France
0.46540700;Vienne;NA;46.61211700;Vienna;0;5;282;France
4.68984000;Viviers;NA;44.48302100;Vivarios;0;5;283;France
3.39804800;Vouroux;NA;46.31451400;Vorocio;0;5;284;France
1.37502000;Yssandon;NA;45.20804900;Isandone;0;5;285;France
5.73333000;"Antre near Vilard d-Heria";NA;46.41670000;"Antro Vico";0;5;286;France
5.56614000;Arinthod;NA;46.39350000;Argentao;0;5;287;France
5.26423400;Losne;NA;47.09810000;"Latona Vico";0;5;288;France
5.40307000;Cuisia;NA;46.53750000;Cocciaco;0;5;289;France
5.45265000;Graye-et-Charnay;NA;46.46760000;Gredaca;0;5;290;France
4.49155200;Alize-Sainte-Reine;Alise-Sainte-Reine;47.53640100;Alisia;0;5;291;France
4.83804300;Beaune;NA;47.02390600;Beleno;0;5;292;France
5.90464100;Clucy;NA;46.94619900;Cluciaco;0;5;293;France
36.30958039;Damascus;NA;33.51306905;Dimashq;0;5;329;Syria
36.20711855;Baalbek;"Ba'labaak / بعلبك";34.00862342;Heliopolis;0;5;330;Lebanon
36.32185400;Amman;Philadelphia;31.65860200;Amman;0;5;331;Jordan
36.11097000;Daraa;Adhri'at;32.62243400;Adraa;0;5;332;Syria
36.48057300;Bostra;Bosra;32.51913800;Busra;0;5;333;Syria
36.71666094;Homs;"Emesa / حمص";34.73332595;Hims;0;5;334;Syria
35.88516900;Tartous;NA;34.89362000;Tartus;0;5;335;Syria
35.52138059;Tabariya;"Ṭabarīyya / طبرية";32.78923701;Tiberias;0;5;336;Israel
35.49730200;Beit-Shean;Scythopolis;32.49675200;Baysan;0;5;337;Israel
35.90377400;Jarash;NA;32.23526000;Jerash;0;5;338;Jordan
35.07563700;Acre;NA;32.92817500;Akka;0;5;339;Israel
35.27584000;Saffuriya;NA;32.73944800;Sephoris;0;5;340;Israel
35.21376900;Jerusalem;"Aelia Capitolina";31.79681300;"Iliya (Ayla)";0;5;341;Israel
34.88477800;Lod;NA;31.94272600;Ludd;0;5;342;Israel
34.73809200;Yavne;NA;31.87618000;Yubna;0;5;343;Israel
34.86234700;Ramla;NA;31.92799900;al-Ramla;0;5;344;Israel
34.57301600;Ashkelon;Asqalan;31.66448700;Askalon;0;5;345;Israel
34.89536000;"Beit Guvrin";Eleutheropolis;31.61136700;"Bayt Jabrin";0;5;346;Israel
35.25688800;Nablus;"Neapolis (Palestine)";32.22049900;Baniyas/Nabulus;0;5;347;Palestine
34.46543100;Gaza;NA;31.50450400;Ghazza;0;5;348;Palestine
34.90578600;Caesarea;NA;32.51149700;Qaysariya;0;5;349;Israel
37.01666232;Qinnasrin;"Qinnasrīn / قنسرين";35.98333110;"Chalcs ad Belum";0;5;350;Syria
37.16371653;Aleppo;"Halab / حلب";36.19923830;Bercea;0;4;351;Syria
36.67364961;"Ma'arrat Misrin";"Maarrat Misrin / Nasrin / معرة مصرين";36.01030924;"Maʿarrat Miṣrīn";0;5;352;Syria
37.95592900;Manbij;"Hierapolis Bambyce/Euphratensis";36.52692400;Manbij;0;5;353;Syria
36.72574800;Sarmin;NA;35.90344200;Sarmin;0;5;354;Syria
36.88333300;"Ash Shaykh Khurus";Cyrrhus;36.73333300;Qurus;0;5;355;Syria
38.37052300;Suruç;NA;36.98941000;Tanukh/Saruj?;0;5;356;Turkey
36.38482328;Harran;"Hellonopolis / Ḥarrān / حران";32.89060807;Carrhae;0;4;357;Syria
38.79091600;Sanliurfa;Edessa;37.16038800;al-Ruha;0;5;358;Turkey
41.34555400;Nusaybin;Nisibis;37.19099600;Nisibin;0;5;359;Turkey
35.62777706;al-Rusafa;Sergiopolis;38.75638747;"al-Madina ma'din amir al-mu'minin";1;5;360;Turkey
5.33141600;Langres;NA;47.86556400;Lingonas;0;5;361;France
5.29803100;Andelot;NA;48.24238300;Andelao;0;5;362;France
5.54858100;Meuvy;NA;48.08406400;"Mosa Vico";0;5;363;France
3.97330300;Tonnerre;NA;47.85646600;Ternodero;0;5;364;France
1.09396600;Rouen;NA;49.44045900;Rotomo;0;5;365;France
0.81755700;Jumièges;NA;49.43178300;Gemedico;0;5;366;France
2.11309800;Ménouville;NA;49.15213000;Menoiovilla;0;5;367;France
1.72361100;Néaufles-Saint-Martin;NA;49.27786000;Nivialcha;0;5;368;France
1.93637900;"Le Vexin";NA;49.30309900;Velcassino?;0;5;369;France
-0.70228900;Bayeux;NA;49.27604900;Baiocas;0;5;370;France
-0.50114400;Evrecy;NA;49.09992000;Apraricia(co);0;5;371;France
15.33526000;Sémily;NA;50.60224900;Similiaco;0;5;372;Czechia
-1.35794800;Avranches;NA;48.68620800;Abrinktas;0;5;373;France
0.17345400;Sèes;NA;48.60337800;Saius;0;5;374;France
-1.44549100;Coutances;NA;49.04779200;Custancia;0;5;375;France
-1.09066400;Saint-Lô;NA;49.11570000;Briuuri;0;5;376;France
-1.62513400;Cherbourg;NA;49.63695600;Coriallo;0;5;377;France
0.68892700;Tours;NA;47.39004700;Turonus;0;5;378;France
0.68892700;Tours;NA;47.39004700;"Saint Martin's Basilica";0;5;379;France
0.40729600;Langeais;NA;47.32393400;Alingavias;0;5;380;France
0.98369800;Amboise;NA;47.41103500;Ambacia;0;5;381;France
0.61313200;Ballan-Miré;NA;47.34132100;Ballatetone;0;5;382;France
0.17888700;Bourgueil;NA;47.28276900;Borgoialo;0;5;383;France
0.38789600;Brèches;NA;47.56924800;"Bricca Vico";0;5;384;France
-4.75420200;Biéré;NA;48.35568800;Briotreite;0;5;385;France
0.91638300;"Braye, auj. Reignac";NA;47.23239200;Brixis;0;5;386;France
0.24021000;Chinon;NA;47.16671800;Cainone;0;5;387;France
1.96972900;Candes;NA;44.94706300;Condate;0;5;389;France
0.95211000;Dierre;NA;47.34539000;Daria/Dariaco;0;5;390;France
0.78617100;Esvres;NA;47.28458200;Evira;0;5;391;France
1.09612200;Génillé;NA;47.18637800;Geniliaco;0;5;392;France
0.86990900;Yzeures;NA;46.78527600;Hicciodero;0;5;393;France
1.04085800;Limeray;NA;47.45922000;Limariaco;0;5;394;France
-0.28802600;Mougon;NA;46.29447900;Medeconno;0;5;395;France
0.89247300;Mouzay;NA;47.08948900;Musicaco;0;5;396;France
6.09318600;Pouillé;NA;45.48235600;Pauliaco;0;5;398;France
0.57669900;Séligny;NA;46.96392900;Silaniaco;0;5;400;France
4.90511000;Sonnay;NA;45.35450000;Solonaco;0;5;401;France
1.12458300;Veuves;NA;47.47157400;Vidua;0;5;402;France
0.19953400;"Le Mans";NA;48.00777800;Cenomannis;0;5;403;France
0.15788200;Allonnes;NA;47.96928300;Alaona;0;5;404;France
0.12266800;Saint-Jean-d'Assé;NA;48.15063700;Arciacas;0;5;405;France
0.08666600;Assé-le-Riboul;NA;48.19308000;Arciaco;0;5;406;France
0.23368000;Ballon;NA;48.17524100;Balatonno;0;5;407;France
-0.36345100;Bais;NA;48.25108600;Bedicco;0;5;408;France
0.36219000;Beaufay;NA;48.14711400;Bellofaeto;0;5;409;France
-0.23551700;Brulon;NA;47.96750500;Bruciron(no);0;5;410;France
-0.22390100;Chevillé;NA;47.94842700;Cabiliaco;0;5;411;France
0.16986400;"Sérillac (comm. De Doucelles)";NA;48.25628600;Cirialaco;0;5;412;France
0.70384000;Cormes;NA;48.16991400;Corma;0;5;413;France
-0.06021200;Crissé;NA;48.16851300;Crisciac(o);0;5;414;France
-0.49639200;Jublains;NA;48.25709200;Diabolentis;0;5;415;France
0.05916000;Lassay;NA;46.99820600;Lacciaco;0;5;416;France
0.27454000;Mayet;NA;47.76043100;Matoliaco;0;5;417;France
0.74344000;Saint-Calais;NA;47.92013700;Matovallo;0;5;418;France
-0.09736300;Noyen-sur-Sarthe;NA;47.87099300;Noviomo;0;5;419;France
3.29113000;Neuvy;NA;46.56060000;Novovico;0;5;420;France
0.18261300;Souillé;NA;48.11909500;Sauliaco;0;5;421;France
-0.13776800;Ciral;NA;48.49458400;Sirallo;0;5;422;France
3.49759200;Solesmes;NA;50.18575300;Solemnis;0;5;423;France
-0.47707600;Vaiges;NA;48.04110700;Wagias;0;5;424;France
-1.68000900;Rennes;NA;48.11135900;Redonis;0;5;425;France
-1.15555200;Beaucè;NA;48.33903200;Belciaco/Balaciaco;0;5;426;France
-1.31028000;Vendel;NA;48.29921300;Vindello;0;5;428;France
-0.55155900;Angers;NA;47.47398800;Andecavis;0;5;429;France
-1.20337500;Senonnes;NA;47.79813400;Senonas;0;5;430;France
-1.56023500;Nantes;NA;47.21851600;Namnetis;0;5;431;France
-1.37572800;Béré;NA;47.71940600;Baiorate;0;5;432;France
-1.64051800;"Saint-Philibert de Grandleiu";NA;47.03590000;Deas;0;5;433;France
-1.96936100;Campbon;NA;47.41281600;Cambidonno;0;5;434;France
-2.75990800;Vannes;NA;47.65867700;Venetus;0;5;435;France
3.28260600;Sens;NA;48.19785600;Senonis;0;5;436;France
2.01089900;Dourdan;NA;48.53096900;Dortenco;0;5;437;France
2.65920000;Melun;NA;48.53538100;Mecledore;0;5;438;France
2.16113800;Étampes;NA;48.43304200;Stampas;0;5;439;France
