ID;location_title;location_modern_title;location_other_title;location_uncertain;location_lat;location_long;LegendID;Country
101;Eliberri;Granada;;0;37.17825301;-3.59918434;5;Spain
102;Asidona;Jerez de la Frontera;;0;36.68508477;-6.12567330;5;Spain
103;Barbi;Antequera (doubts);;1;37.01988103;-4.55993000;5;Spain
104;Malaka;Malaga;;0;36.72211316;-4.42165868;5;Spain
105;Emerita;Merida;;0;38.91424160;-6.34914940;5;Spain
106;Elvora;Talavera de la Reina;;0;39.96288285;-4.83045525;5;Spain
107;Olisipona;Lisboa (doubts);;1;38.72225241;-9.13933661;5;Portugal
108;Lameco;Lamego;;0;41.09518019;-7.81222466;5;Portugal
109;Eminio;Coimbra;;0;40.20698276;-8.43884824;5;Portugal
110;Veseo;Viseu;;0;40.65653291;-7.91253355;5;Portugal
111;Totela;Tondela (doubts);;1;40.51706452;-8.08025689;5;Portugal
112;Coleia;Almofala (doubts);;1;40.95380608;-7.79254168;5;Portugal
113;Caliabria;Aldeia Nova - Castelo de Calabre (doubts);;1;40.70973649;-7.42734406;5;Portugal
114;Egitania;Idanha-a-Velha;;0;40.00275742;-7.15258443;5;Portugal
115;Monecipio;Terlamonte (doubts, other locations Monsanto and Covilha Velha);;1;40.29982495;-7.43938339;5;Portugal
116;Salmantica;Salamanca;;0;40.97002703;-5.66374442;5;Spain
117;Bracara;Braga;;0;41.54546520;-8.42647707;5;Portugal
118;Bergancia;Betanzos - Bragança;;0;41.80611311;-6.75673801;5;Portugal
119;Flavas;Chaves;;0;41.74177813;-7.47314202;5;Portugal
120;Laetera;Vilar de Ledra (around this area, doubts);;1;41.51304694;-7.12686472;5;Portugal
121;Palantucio;Miranda do Douro Area (oppidum plançoulo?);;1;41.49954120;-6.27123110;5;Portugal
122;Panonias;Vale de Nogueiras;;0;41.29144238;-7.67996443;5;Portugal
123;Turico;Vila Morta de Santa Cruz da Vilariça_x000D_ (doubts, other location Guimaraes);;1;41.37824240;-6.61041400;5;Portugal
125;Aliobrio;Cidadelhe (doubts, around this area);;1;40.92556025;-7.11995526;5;Portugal
126;Cepis;Casteloes de Cepeda;;0;41.20516741;-8.33038674;5;Portugal
127;Laurencio / Laure;Lavra (Laurencio sure here, Laure could be a different mint);;1;41.25339876;-8.70642665;5;Portugal
128;Nandolas;Tras-os-Montes;area of Tras-os-Montes or Alto Douro but no concrete location has been accepted;1;41.58553248;-6.94060038;4;Portugal
129;Palentiaca;concelho de Penafiel;;1;41.21912424;-8.28017512;5;Portugal
130;Toriviana;Alvarelhos;;0;41.31120436;-8.60925724;5;Portugal
132;Luco;Lugo;;0;43.00973839;-7.55675822;5;Spain
133;Inceio;Incio;;0;42.68787414;-7.33001547;5;Spain
134;Aurense;Orense;;0;42.33579014;-7.86387967;5;Spain
135;Calapa;Calabor;;0;41.95589799;-6.71751327;5;Spain
136;Cassavio;Casaio (doubts);;1;42.34101280;-6.80761389;5;Spain
137;Georres;Petin;;0;42.38296620;-7.12615221;5;Spain
138;Pincia;Pinza;;0;42.16184398;-7.09792190;5;Spain
139;Senabria;Puebla de Sanabria;;0;42.05437971;-6.63493927;5;Spain
140;Susarres;Bembibre;;0;42.61734688;-6.41617241;5;Spain
141;Astorica;Astorga;;0;42.45515713;-6.05375717;5;Spain
142;Bergio;Cacabelos;;0;42.59864426;-6.72581189;5;Spain
143;Fraucello;Ancient Frogelos its location must be around the area Las Medulas;;1;42.45957004;-6.76010596;5;Spain
144;Leione;León;;0;42.59908319;-5.56753824;5;Spain
145;Pesicos;Cangas de Narcea;;0;43.16255691;-6.54629429;5;Spain
146;Petra;Piedrafita occidental;;0;43.01916935;-6.60470327;5;Spain
147;Semure;Zamora;;0;41.50347309;-5.74678896;5;Spain
148;Ventosa;Around Benavente;;0;41.98540457;-5.67040705;5;Spain
149;Conteno;Cuntis;;0;42.63409707;-8.56400476;5;Spain
150;Mertia;Merza;;0;42.77014604;-8.26320075;5;Spain
151;Catora;Catoira;;0;42.66678426;-8.72159883;5;Spain
152;Tude;Tui;;0;42.04916415;-8.64661103;5;Spain
153;Tornio;around La Burgueria;;1;41.95107033;-8.19191393;5;Portugal
154;Adonis;Adoes (lots of doubts);;1;40.28142761;-8.45399688;5;Portugal
155;Amiasios;Amaia (los of doubts);;1;43.32316950;-3.00915030;5;Spain
156;Asturie;Astorga;Probably same mint then Asturica (not in the map);1;42.45492842;-6.05324993;4;Spain
157;Decrinos;Tui;Probably very close to Tude, but still unknown (not in the map);1;42.04915186;-8.64661070;4;Spain
158;Tulluco;Alegría-Dulantzi;Unknown location, maybe around Álava (not in the map);1;42.84102862;-2.51268038;4;Spain
159;Vallesalsa;Río Sousa;Unknown, probably in the Gallaecia (not in the map);1;38.70576401;-9.33056729;4;Portugal
160;Valle.../ Vallegia;Iruña Oka ;Unknown, could be in the Gallaecia or Tarraconensis (not in the map);1;42.81923553;-2.82779590;4;Spain
161;Agenno;Agen;;0;44.20314200;0.61636300;5;France
162;Agaciaco;Aguessac;;0;44.15551400;3.09749600;5;France
163;Atura;Aire;;0;46.30007500;2.48388300;5;France
164;al-Qayrawan;Kairouan;;0;35.67752600;10.10062000;5;Tunisia
165;Alisia;Alaise;;0;47.01433900;5.97329500;5;France
166;Albenno;Albens;;0;45.78560600;5.94395900;5;France
167;Albigia;Albi;;0;43.92508500;2.14864100;5;France
168;Elariaco;Alleyrat;;0;45.57252100;2.21729100;5;France
169;Amiasio;Amaya;;1;42.64222216;-4.16385394;4;Spain
170;Agusta;Aoste;;0;45.73495500;7.31307600;5;Italy
171;Aquileia;Aquileia;Aquilea;0;45.76816490;13.36871908;5;Italy
172;Archbishops of York;York (uncertain);;0;53.95905600;-1.08153600;5;United Kingdom
173;Argentate;Argentat;;0;45.09230600;1.93778200;5;France
174;Arelato;Arles;;0;43.67664700;4.62777700;5;France
175;Artona;Artonne;;0;46.00420000;3.14470000;5;France
176;Actriaco;Autrac;;0;45.32994600;3.13238000;5;France
177;Augusteduno;Autun;;0;46.95103100;4.29894800;5;France
178;Aventeco;Avenches;;0;46.87957500;7.04094100;5;Switzerland
179;Bannaciaco;Banassac;;0;44.43469300;3.20149400;5;France
180;Barro;Bar-sur-Corrèze;Bar;0;45.34484400;1.81318200;5;France
181;Vasatis;Bazas;;0;44.43204600;-0.21260100;5;France
182;Vesoncione;Besancon;;0;47.23795300;6.02432500;5;France
183;Biaenate Pago;Beynat;;0;45.12471300;1.72182400;5;France
184;Billiomago;Billom;;0;45.72205000;3.33905800;5;France
185;Burdegala;Bordeaux;;0;44.84122500;-0.58003600;5;France
186;Auseno;Bourg-d'Oisans;;0;45.05471300;6.03066200;5;France
187;Bregusia;Bourgoin;Bourgoin-Jallieu;0;45.58722600;5.28281200;5;France
188;Brivate;Brioude;Brioude (including Church of St. Julien);0;45.29529000;3.38433000;5;France
189;Cadurca;Cahors;;0;44.44950000;1.43650000;5;France
190;Cannaco;Canac;;0;44.40488900;3.07543200;5;France
191;Cassavio;Casaio ;Casavio;1;42.34000400;-6.80535900;5;Spain
192;Sanonno;Cenon;;0;44.85528800;-0.52398600;5;France
193;Cabilonno;Chalon-Sur-Saone;;0;46.78890000;4.85296000;5;France
194;Cambarisio;Chamberet;;0;45.58341900;1.72043800;5;France
195;Cantoliano;Chantilin;Chantilin, Saint-Jean-de-Soudain;0;45.56662000;5.44240500;5;France
196;Catiriaco;Chatrat;;0;45.72872500;3.00556600;5;France
197;Cassoriaco;Chazerat;;0;45.03476000;3.08766300;5;France
198;Chersonesus;Sevastopol;Cherson;0;44.60611500;33.52247800;5;Russia
199;Begorra;Cieutat;;0;43.12235300;0.21366500;5;France
200;Arvernus;Clermont-Ferrand;;0;45.77745500;3.08194300;5;France
201;Constantinople;Istanbul;Kostantinopolis;0;41.02345500;28.95518800;5;Turkey
202;Cornilio;Cornil;;0;45.21144700;1.69157500;5;France
204;Dia Vocontiorum;Die;Die (Dia Vocontiorum);0;46.60335400;1.88833400;5;France
205;Divione;Dijon;;0;47.32158100;5.04147000;5;France
206;Trusciaco;Drugeac;;0;45.16893100;2.38356900;5;France
207;Egaboro;Cabra;;0;37.47181500;-4.43356200;5;Spain
208;Elissa;Around Lisbon (uncertain);Elissa (?);1;38.91305700;-9.03800600;5;Portugal
209;Espaniaco;Espagnac;;0;45.22998100;1.89681000;5;France
210;Ewesis;Vila Real (exact location uncertain);;1;39.93689800;-0.10102800;5;Spain
211;Castro Fusci;Foix;;0;42.96412700;1.60523200;5;France
212;Genava;Geneva;;0;46.19839200;6.14229600;5;Switzerland
213;Gaciaco;Gizia;;0;46.52755900;5.42166400;5;France
214;Gracinoble;Grenoble;;0;45.18852900;5.72452400;5;France
215;Isauria;Dereköy/Konya;Zengibar Kalesi;0;37.17825700;32.16866300;5;Turkey
216;Gavalorum;Javols;;0;44.69374400;3.34261000;5;France
217;Juliaco;Juillac;;0;45.31725900;1.32240000;5;France
218;Gemeliaco;Jumillac-le-Grand;Jumilhac-le-Grand;0;45.49362900;1.06247400;5;France
220;Kings of Northumbria;;;1;53.95996084;-1.08730016;4;United Kingdom
221;Lanticiaco;Lanzac;;0;44.87444500;1.48280400;5;France
222;Laure;Lavra (?);;0;49.28074500;-0.69865900;5;France
223;Laurentio;Around Porto (uncertain);;1;41.34824600;-8.41102300;5;Portugal
224;Lausonna;Lausanne;;0;46.51996200;6.63359700;5;Switzerland
225;Cummonigo;Le Pays de Cominges;Saint-Bertrand-de-Comminges;0;43.02686500;0.57097600;5;France
226;Anicio;Le Puy;;0;45.04276800;3.88293600;5;France
227;Lintiniaco;Lentignac;Montignac;0;45.06433200;1.16138000;5;France
228;Ledoso;Lezoux;;0;45.82842200;3.37952800;5;France
229;Lugdunum;Lyons;;0;45.75759262;4.83231639;5;France
230;Matascone;Mâcon;Macon;0;46.30345000;4.83250700;5;France
231;Marciliaco;Marcillat;;0;46.16705200;2.63126400;5;France
232;Masilia;Marseilles;;0;43.29648200;5.36978000;5;France
233;Mauriaco;Mauriac;;0;45.21997900;2.33661100;5;France
234;Darantasia;Moutiers-Tarentaise;;0;45.50000000;6.50000000;5;France
235;Narbo;Narbonne;;0;43.18427700;3.00307800;5;France
236;Novo Vico;Neuvic d'Ussel;;0;45.38981200;2.27326900;5;France
237;No mint;;;1;40.67126786;-4.10887974;3;Spain
238;Helorone;Oloron;;0;43.19441300;-0.60529200;5;France
239;Oxsello;Osselle;;0;47.14266700;5.85569300;5;France
240;Petrocoris;Perigueux;;0;45.18402900;0.72111500;5;France
241;Portocale;Porto;Portocolae;0;41.14824600;-8.61102300;5;Portugal
242;Ricomago;Riom;;0;45.89399500;3.11493200;5;France
243;Rutenus;Rodez;;0;44.35100100;2.57330100;5;France
244;Telemate;Saint-Amant-Tallende;Saint-Armand-Tallende;0;45.66899700;3.10913900;5;France
245;Cariaco;Saint-Beauzire;;0;45.85163300;3.17900600;5;France
246;Conbenas;Saint-Bertrand-de-Comminges;Saint-Bertrand-de-Cominges;0;43.02686500;0.57097600;5;France
247;Maurienna;Saint-Jean-de-Maurienne;;0;45.27747700;6.34534200;5;France
248;Conserannis;Saint-Lizier;;0;43.00128000;1.13614500;5;France
249;Acauno;Saint-Maurice;Saint-Maurice (Swiss);0;46.21483500;7.00528800;5;Switzerland
250;Vellaos;Saint-Paulien;;0;45.13585000;3.81311500;5;France
251;Salona;Solin;;0;43.54415900;16.49192100;5;Croatia
252;Sagraciaco;Sarrazac;;0;45.28542400;0.95012400;5;France
253;Seleukeia Isauriae;Silifke;Seleucia;0;36.59227100;33.94924900;5;Turkey
254;Sicily;;Siciliae;1;37.58779775;14.15505038;3;Italy
255;Sidunis;Sion;;0;46.23117500;7.35888000;5;Switzerland
256;Sisteron;Sisteron;;0;44.19634700;5.94437900;5;France
257;Sicusio;Suse;;0;45.13721200;7.05397900;5;Italy
258;Tanja;Tangier;;0;35.76513400;-5.82832400;5;Morocco
259;Tasgunnago;Tazanat;Charbonnières-les-Vieilles;0;45.99556100;2.99921800;5;France
261;Tilmisan;Tlemcen;;0;34.89620000;-1.31540100;5;Algeria
263;Tholosa;Toulouse;;0;43.60446200;1.44424700;5;France
264;Tripoli;;;0;32.89667200;13.17779200;5;Libya
265;Uncertain mint (England);;;1;52.68887338;-1.25244105;3;United Kingdom
266;Unknown;;;1;40.27009002;-4.63623033;3;Spain
267;Unknown (Malaka or Cordoba?);Malaga or Cordoba;;1;37.33836474;-4.51263383;4;Spain
268;Unknown (Emerita?);Mérida;;0;38.91914223;-6.34079437;4;Spain
269;Unknown (Toleto?);Toledo;;1;39.83991251;-4.01549986;4;Spain
270;Oxxello;Ussel;;0;45.23309200;7.21158700;5;Italy
271;Icciomo;Usson;;0;45.52736600;3.33770400;5;France
272;Userca;Uzerche;;0;45.42433200;1.56372800;5;France
273;Ucece;Uzes;;0;44.01214100;4.41967800;5;France
274;Valentia;Valence? (But maybe Gap=Vapincum);Valence;1;44.93322800;4.89208100;5;France
275;Vallearitia;Varzea do Douro (doubts);;1;41.08668000;-8.24837500;5;Portugal
276;Vallegia;Iruña;Valle…;1;42.81855000;-1.64441600;5;Spain
277;Valligoli;Valuejols;Vallegoles;0;45.05400200;2.93355000;5;France
278;Vindicco;Vendeix;;0;45.75421200;3.09410500;5;France
279;Venasque;Vendesca?;;1;43.99619700;5.14651800;5;France
280;Vendogilo;Vendeuil;;0;49.71666700;3.35250000;5;France
281;Vindiciaco;Vensat;;0;46.04610000;3.18610000;5;France
282;Vienna;Vienne;;0;46.61211700;0.46540700;5;France
283;Vivarios;Viviers;;0;44.48302100;4.68984000;5;France
284;Vorocio;Vouroux;;0;46.31451400;3.39804800;5;France
285;Isandone;Yssandon;;0;45.20804900;1.37502000;5;France
286;Antro Vico;Antre near Vilard d-Heria;;0;46.41670000;5.73333000;5;France
287;Argentao;Arinthod;;0;46.39350000;5.56614000;5;France
288;Latona Vico;Losne;;0;47.09810000;5.26423400;5;France
289;Cocciaco;Cuisia;;0;46.53750000;5.40307000;5;France
290;Gredaca;Graye-et-Charnay;;0;46.46760000;5.45265000;5;France
291;Alisia;Alize-Sainte-Reine;Alise-Sainte-Reine;0;47.53640100;4.49155200;5;France
292;Beleno;Beaune;;0;47.02390600;4.83804300;5;France
293;Cluciaco;Clucy;;0;46.94619900;5.90464100;5;France
329;Dimashq;Damascus;;0;33.51306905;36.30958039;5;Syria
330;Heliopolis;Baalbek;Ba'labaak / بعلبك;0;34.00862342;36.20711855;5;Lebanon
331;Amman;Amman;Philadelphia;0;31.65860200;36.32185400;5;Jordan
332;Adraa;Daraa;Adhri'at;0;32.62243400;36.11097000;5;Syria
333;Busra;Bostra;Bosra;0;32.51913800;36.48057300;5;Syria
334;Hims;Homs;Emesa / حمص;0;34.73332595;36.71666094;5;Syria
335;Tartus;Tartous;;0;34.89362000;35.88516900;5;Syria
336;Tiberias;Tabariya;Ṭabarīyya / طبرية;0;32.78923701;35.52138059;5;Israel
337;Baysan;Beit-Shean;Scythopolis;0;32.49675200;35.49730200;5;Israel
338;Jerash;Jarash;;0;32.23526000;35.90377400;5;Jordan
339;Akka;Acre;;0;32.92817500;35.07563700;5;Israel
340;Sephoris;Saffuriya;;0;32.73944800;35.27584000;5;Israel
341;Iliya (Ayla);Jerusalem;Aelia Capitolina;0;31.79681300;35.21376900;5;Israel
342;Ludd;Lod;;0;31.94272600;34.88477800;5;Israel
343;Yubna;Yavne;;0;31.87618000;34.73809200;5;Israel
344;al-Ramla;Ramla;;0;31.92799900;34.86234700;5;Israel
345;Askalon;Ashkelon;Asqalan;0;31.66448700;34.57301600;5;Israel
346;Bayt Jabrin;Beit Guvrin;Eleutheropolis;0;31.61136700;34.89536000;5;Israel
347;Baniyas/Nabulus;Nablus;Neapolis (Palestine);0;32.22049900;35.25688800;5;Palestine
348;Ghazza;Gaza;;0;31.50450400;34.46543100;5;Palestine
349;Qaysariya;Caesarea;;0;32.51149700;34.90578600;5;Israel
350;Chalcs ad Belum;Qinnasrin;Qinnasrīn / قنسرين;0;35.98333110;37.01666232;5;Syria
351;Bercea;Aleppo;Halab / حلب;0;36.19923830;37.16371653;4;Syria
352;Maʿarrat Miṣrīn;Ma'arrat Misrin;Maarrat Misrin / Nasrin / معرة مصرين ;0;36.01030924;36.67364961;5;Syria
353;Manbij;Manbij;Hierapolis Bambyce/Euphratensis;0;36.52692400;37.95592900;5;Syria
354;Sarmin;Sarmin;;0;35.90344200;36.72574800;5;Syria
355;Qurus;Ash Shaykh Khurus;Cyrrhus;0;36.73333300;36.88333300;5;Syria
356;Tanukh/Saruj?;Suruç;;0;36.98941000;38.37052300;5;Turkey
357;Carrhae;Harran;Hellonopolis / Ḥarrān / حران;0;32.89060807;36.38482328;4;Syria
358;al-Ruha;Sanliurfa;Edessa;0;37.16038800;38.79091600;5;Turkey
359;Nisibin;Nusaybin;Nisibis;0;37.19099600;41.34555400;5;Turkey
360;al-Madina ma'din amir al-mu'minin;al-Rusafa;Sergiopolis;1;38.75638747;35.62777706;5;Turkey
361;Lingonas;Langres;;0;47.86556400;5.33141600;5;France
362;Andelao;Andelot;;0;48.24238300;5.29803100;5;France
363;Mosa Vico;Meuvy;;0;48.08406400;5.54858100;5;France
364;Ternodero;Tonnerre;;0;47.85646600;3.97330300;5;France
365;Rotomo;Rouen;;0;49.44045900;1.09396600;5;France
366;Gemedico;Jumièges;;0;49.43178300;0.81755700;5;France
367;Menoiovilla;Ménouville;;0;49.15213000;2.11309800;5;France
368;Nivialcha;Néaufles-Saint-Martin;;0;49.27786000;1.72361100;5;France
369;Velcassino?;Le Vexin;;0;49.30309900;1.93637900;5;France
370;Baiocas;Bayeux;;0;49.27604900;-0.70228900;5;France
371;Apraricia(co);Evrecy;;0;49.09992000;-0.50114400;5;France
372;Similiaco;Sémily;;0;50.60224900;15.33526000;5;Czechia
373;Abrinktas;Avranches;;0;48.68620800;-1.35794800;5;France
374;Saius;Sèes;;0;48.60337800;0.17345400;5;France
375;Custancia;Coutances;;0;49.04779200;-1.44549100;5;France
376;Briuuri;Saint-Lô;;0;49.11570000;-1.09066400;5;France
377;Coriallo;Cherbourg;;0;49.63695600;-1.62513400;5;France
378;Turonus;Tours;;0;47.39004700;0.68892700;5;France
379;Saint Martin's Basilica;Tours;;0;47.39004700;0.68892700;5;France
380;Alingavias;Langeais;;0;47.32393400;0.40729600;5;France
381;Ambacia;Amboise;;0;47.41103500;0.98369800;5;France
382;Ballatetone;Ballan-Miré;;0;47.34132100;0.61313200;5;France
383;Borgoialo;Bourgueil;;0;47.28276900;0.17888700;5;France
384;Bricca Vico;Brèches;;0;47.56924800;0.38789600;5;France
385;Briotreite;Biéré;;0;48.35568800;-4.75420200;5;France
386;Brixis;Braye, auj. Reignac;;0;47.23239200;0.91638300;5;France
387;Cainone;Chinon;;0;47.16671800;0.24021000;5;France
389;Condate;Candes;;0;44.94706300;1.96972900;5;France
390;Daria/Dariaco;Dierre;;0;47.34539000;0.95211000;5;France
391;Evira;Esvres;;0;47.28458200;0.78617100;5;France
392;Geniliaco;Génillé;;0;47.18637800;1.09612200;5;France
393;Hicciodero;Yzeures;;0;46.78527600;0.86990900;5;France
394;Limariaco;Limeray;;0;47.45922000;1.04085800;5;France
395;Medeconno;Mougon;;0;46.29447900;-0.28802600;5;France
396;Musicaco;Mouzay;;0;47.08948900;0.89247300;5;France
398;Pauliaco;Pouillé;;0;45.48235600;6.09318600;5;France
400;Silaniaco;Séligny;;0;46.96392900;0.57669900;5;France
401;Solonaco;Sonnay;;0;45.35450000;4.90511000;5;France
402;Vidua;Veuves;;0;47.47157400;1.12458300;5;France
403;Cenomannis;Le Mans;;0;48.00777800;0.19953400;5;France
404;Alaona;Allonnes;;0;47.96928300;0.15788200;5;France
405;Arciacas;Saint-Jean-d'Assé;;0;48.15063700;0.12266800;5;France
406;Arciaco;Assé-le-Riboul;;0;48.19308000;0.08666600;5;France
407;Balatonno;Ballon;;0;48.17524100;0.23368000;5;France
408;Bedicco;Bais;;0;48.25108600;-0.36345100;5;France
409;Bellofaeto;Beaufay;;0;48.14711400;0.36219000;5;France
410;Bruciron(no);Brulon;;0;47.96750500;-0.23551700;5;France
411;Cabiliaco;Chevillé;;0;47.94842700;-0.22390100;5;France
412;Cirialaco;Sérillac (comm. De Doucelles);;0;48.25628600;0.16986400;5;France
413;Corma;Cormes;;0;48.16991400;0.70384000;5;France
414;Crisciac(o);Crissé;;0;48.16851300;-0.06021200;5;France
415;Diabolentis;Jublains;;0;48.25709200;-0.49639200;5;France
416;Lacciaco;Lassay;;0;46.99820600;0.05916000;5;France
417;Matoliaco;Mayet;;0;47.76043100;0.27454000;5;France
418;Matovallo;Saint-Calais;;0;47.92013700;0.74344000;5;France
419;Noviomo;Noyen-sur-Sarthe;;0;47.87099300;-0.09736300;5;France
420;Novovico;Neuvy;;0;46.56060000;3.29113000;5;France
421;Sauliaco;Souillé;;0;48.11909500;0.18261300;5;France
422;Sirallo;Ciral;;0;48.49458400;-0.13776800;5;France
423;Solemnis;Solesmes;;0;50.18575300;3.49759200;5;France
424;Wagias;Vaiges;;0;48.04110700;-0.47707600;5;France
425;Redonis;Rennes;;0;48.11135900;-1.68000900;5;France
426;Belciaco/Balaciaco;Beaucè;;0;48.33903200;-1.15555200;5;France
428;Vindello;Vendel;;0;48.29921300;-1.31028000;5;France
429;Andecavis;Angers;;0;47.47398800;-0.55155900;5;France
430;Senonas;Senonnes;;0;47.79813400;-1.20337500;5;France
431;Namnetis;Nantes;;0;47.21851600;-1.56023500;5;France
432;Baiorate;Béré;;0;47.71940600;-1.37572800;5;France
433;Deas;Saint-Philibert de Grandleiu;;0;47.03590000;-1.64051800;5;France
434;Cambidonno;Campbon;;0;47.41281600;-1.96936100;5;France
435;Venetus;Vannes;;0;47.65867700;-2.75990800;5;France
436;Senonis;Sens;;0;48.19785600;3.28260600;5;France
437;Dortenco;Dourdan;;0;48.53096900;2.01089900;5;France
438;Mecledore;Melun;;0;48.53538100;2.65920000;5;France
439;Stampas;Étampes;;0;48.43304200;2.16113800;5;France
440;Carnotas;Chartres;;0;48.44700400;1.48663900;5;France
441;Aloia;Alluyes;;0;48.22880600;1.36361000;5;France
442;Bleso;Blois;;0;47.58768600;1.33376400;5;France
443;Dorocas;Dreux;;0;48.73591200;1.37104900;5;France
444;Riomo;Ruan;;0;49.44045900;1.09396600;5;France
445;Vi(n)docino;Vendôme;;0;47.79551800;1.06616800;5;France
446;Autiziodero;Auxerre;;0;47.79540000;3.58452000;5;France
447;Briodro;Briare;;0;47.64107200;2.74131300;5;France
448;Donnaciaco;Donay;;0;45.18212000;5.10186400;5;France
449;Eliniaco;Alligny-près-Cosne;;0;47.45389100;3.06091400;5;France
450;Nenterac(o);Nitry;;0;47.67227100;3.87788800;5;France
451;Tricas;Troyes;;0;48.29716300;4.07462600;5;France
452;Arciaca;Arcis-sur-Aube;;0;48.53622100;4.14229900;5;France
453;Briona;Brienne-la-Vieille;;0;48.37608300;4.52837800;5;France
454;Cupidis;Queudes;;0;48.65685000;3.75896000;5;France
455;Latascone;La Chapelle-Lasson;;0;48.62668000;3.83179000;5;France
456;Aurelianis;Orléans;;0;47.90273400;1.90860700;5;France
457;Briennone;Brinon-sur-Sauldre;;0;47.56628800;2.25508300;5;France
459;Petraficta;Pierrefitte;;0;46.14532000;2.23174000;5;France
461;Solaso;Soulas (comm. De Sandillon);;0;47.91430500;1.91159400;5;France
462;Thaisacas;Thésée;;0;47.32582000;1.30249000;5;France
464;Vosonno;Vouzon;;0;47.64420700;2.05793600;5;France
